iShares Russell 2000 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"299,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"KREF","KKR REAL ESTATE FINANCE INC TRUST","Financials","Equity","11,748,682.44","0.02","11,748,682.44","1,418,923.00","8.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Consumer Discretionary","Equity","11,744,768.88","0.02","11,744,768.88","689,247.00","17.04","United States","NASDAQ","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP LTD","Industrials","Equity","11,747,301.45","0.02","11,747,301.45","346,835.00","33.87","United States","NASDAQ","USD","1.00","USD","-"
"BOW","BOWHEAD SPECIALTY HOLDINGS INC","Financials","Equity","11,731,536.70","0.02","11,731,536.70","427,690.00","27.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGR","STURM RUGER INC","Consumer Discretionary","Equity","11,719,487.03","0.02","11,719,487.03","350,149.00","33.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACNB","ACNB CORP","Financials","Equity","11,701,131.75","0.02","11,701,131.75","247,643.00","47.25","United States","NASDAQ","USD","1.00","USD","-"
"ANNX","ANNEXON INC","Health Care","Equity","11,696,076.77","0.02","11,696,076.77","2,493,833.00","4.69","United States","NASDAQ","USD","1.00","USD","-"
"KMTS","KESTRA MEDICAL TECHNOLOGIES LTD","Health Care","Equity","11,659,566.33","0.02","11,659,566.33","478,047.00","24.39","United States","NASDAQ","USD","1.00","USD","-"
"HZO","MARINEMAX INC","Consumer Discretionary","Equity","11,606,246.96","0.02","11,606,246.96","481,987.00","24.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANGI","ANGI INC CLASS A","Communication","Equity","11,542,834.05","0.02","11,542,834.05","912,477.00","12.65","United States","NASDAQ","USD","1.00","USD","-"
"HOV","HOVNANIAN ENTERPRISES INC CLASS A","Consumer Discretionary","Equity","11,521,808.52","0.02","11,521,808.52","117,834.00","97.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LXU","LSB INDUSTRIES INC","Materials","Equity","11,517,060.17","0.02","11,517,060.17","1,343,881.00","8.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASIX","ADVANSIX INC","Materials","Equity","11,504,802.54","0.02","11,504,802.54","668,107.00","17.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CYRX","CRYOPORT INC","Health Care","Equity","11,483,940.44","0.02","11,483,940.44","1,201,249.00","9.56","United States","NASDAQ","USD","1.00","USD","-"
"AEBI","AEBI SCHMIDT HOLDING AG","Industrials","Equity","11,485,101.60","0.02","11,485,101.60","912,240.00","12.59","United States","NASDAQ","USD","1.00","USD","-"
"VNDA","VANDA PHARMACEUTICALS INC","Health Care","Equity","11,448,912.75","0.02","11,448,912.75","1,387,747.00","8.25","United States","NASDAQ","USD","1.00","USD","-"
"CARE","CARTER BANKSHARES INC","Financials","Equity","11,449,904.70","0.02","11,449,904.70","589,290.00","19.43","United States","NASDAQ","USD","1.00","USD","-"
"MAGN","MAGNERA CORP","Materials","Equity","11,435,664.06","0.02","11,435,664.06","801,378.00","14.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","11,426,333.76","0.02","11,426,333.76","1,370,064.00","8.34","United States","NASDAQ","USD","1.00","USD","-"
"SSTK","SHUTTERSTOCK INC","Communication","Equity","11,370,883.86","0.02","11,370,883.86","608,394.00","18.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXDR","NEXTDOOR HOLDINGS INC CLASS A","Communication","Equity","11,334,999.52","0.02","11,334,999.52","5,449,519.00","2.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVH","EVOLENT HEALTH INC CLASS A","Health Care","Equity","11,310,634.02","0.02","11,310,634.02","2,907,618.00","3.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHCT","COMMUNITY HEALTHCARE TRUST INC","Real Estate","Equity","11,313,636.29","0.02","11,313,636.29","692,813.00","16.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGC","PEAPACK GLADSTONE FINANCIAL CORP","Financials","Equity","11,286,519.44","0.02","11,286,519.44","406,136.00","27.79","United States","NASDAQ","USD","1.00","USD","-"
"HIFS","HINGHAM INSTITUTION FOR SAVINGS","Financials","Equity","11,258,976.30","0.02","11,258,976.30","41,439.00","271.70","United States","NASDAQ","USD","1.00","USD","-"
"EHAB","ENHABIT INC","Health Care","Equity","11,247,102.45","0.02","11,247,102.45","1,237,305.00","9.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSBI","MIDLAND STATES BANCORP INC","Financials","Equity","11,213,090.70","0.02","11,213,090.70","528,670.00","21.21","United States","NASDAQ","USD","1.00","USD","-"
"OPTU","OPTIMUM COMMUNICATIONS INC CLASS A","Communication","Equity","11,199,977.80","0.02","11,199,977.80","6,511,615.00","1.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFIS","PEOPLES FINANCIAL SERVICES CORP","Financials","Equity","11,192,368.45","0.02","11,192,368.45","232,255.00","48.19","United States","NASDAQ","USD","1.00","USD","-"
"OSPN","ONESPAN INC","Information Technology","Equity","11,185,817.24","0.02","11,185,817.24","910,156.00","12.29","United States","NASDAQ","USD","1.00","USD","-"
"MITK","MITEK SYSTEMS INC","Information Technology","Equity","11,166,649.25","0.02","11,166,649.25","1,120,025.00","9.97","United States","NASDAQ","USD","1.00","USD","-"
"BSRR","SIERRA BANCORP","Financials","Equity","11,141,164.35","0.02","11,141,164.35","343,545.00","32.43","United States","NASDAQ","USD","1.00","USD","-"
"FBIZ","FIRST BUSINESS FINANCIAL SERVICES","Financials","Equity","11,094,274.80","0.02","11,094,274.80","207,060.00","53.58","United States","NASDAQ","USD","1.00","USD","-"
"SWBI","SMITH WESSON BRANDS INC","Consumer Discretionary","Equity","11,082,450.68","0.02","11,082,450.68","1,110,466.00","9.98","United States","NASDAQ","USD","1.00","USD","-"
"GMRE","GLOBAL MEDICAL REIT INC","Real Estate","Equity","11,033,092.84","0.02","11,033,092.84","325,556.00","33.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZEUS","OLYMPIC STEEL INC","Materials","Equity","11,029,619.92","0.02","11,029,619.92","251,416.00","43.87","United States","NASDAQ","USD","1.00","USD","-"
"TIPT","TIPTREE INC","Financials","Equity","11,011,128.92","0.02","11,011,128.92","610,373.00","18.04","United States","NASDAQ","USD","1.00","USD","-"
"NFBK","NORTHFIELD BANCORP INC","Financials","Equity","10,994,235.45","0.02","10,994,235.45","970,365.00","11.33","United States","NASDAQ","USD","1.00","USD","-"
"GRPN","GROUPON INC","Consumer Discretionary","Equity","10,968,810.39","0.01","10,968,810.39","633,669.00","17.31","United States","NASDAQ","USD","1.00","USD","-"
"KOPN","KOPIN CORP","Information Technology","Equity","10,953,273.45","0.01","10,953,273.45","4,398,905.00","2.49","United States","NASDAQ","USD","1.00","USD","-"
"WEAV","WEAVE COMMUNICATIONS INC","Information Technology","Equity","10,910,983.35","0.01","10,910,983.35","1,521,755.00","7.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHIL","DIAMOND HILL INVESTMENT GROUP INC","Financials","Equity","10,821,736.50","0.01","10,821,736.50","63,575.00","170.22","United States","NASDAQ","USD","1.00","USD","-"
"GRND","GRINDR INC","Communication","Equity","10,805,750.12","0.01","10,805,750.12","811,852.00","13.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTN","GRAY MEDIA INC","Communication","Equity","10,753,752.00","0.01","10,753,752.00","2,240,365.00","4.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMXI","INTERNATIONAL MONEY EXPRESS INC","Financials","Equity","10,745,286.50","0.01","10,745,286.50","700,475.00","15.34","United States","NASDAQ","USD","1.00","USD","-"
"CMCL","CALEDONIA MINING PLC","Materials","Equity","10,716,889.26","0.01","10,716,889.26","407,022.00","26.33","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"WRLD","WORLD ACCEPTANCE CORP","Financials","Equity","10,634,716.40","0.01","10,634,716.40","74,998.00","141.80","United States","NASDAQ","USD","1.00","USD","-"
"MTW","MANITOWOC INC","Industrials","Equity","10,624,055.31","0.01","10,624,055.31","870,111.00","12.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KODK","EASTMAN KODAK","Information Technology","Equity","10,616,414.36","0.01","10,616,414.36","1,257,869.00","8.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOS","KOSMOS ENERGY LTD","Energy","Equity","10,601,641.09","0.01","10,601,641.09","11,874,598.00","0.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLBK","COLUMBIA FINANCIAL INC","Financials","Equity","10,557,087.12","0.01","10,557,087.12","684,636.00","15.42","United States","NASDAQ","USD","1.00","USD","-"
"YORW","YORK WATER","Utilities","Equity","10,534,347.39","0.01","10,534,347.39","332,209.00","31.71","United States","NASDAQ","USD","1.00","USD","-"
"DRUG","BRIGHT MINDS BIOSCIENCES INC","Health Care","Equity","10,501,271.04","0.01","10,501,271.04","125,824.00","83.46","United States","NASDAQ","USD","1.00","USD","-"
"EBF","ENNIS INC","Industrials","Equity","10,481,004.00","0.01","10,481,004.00","582,278.00","18.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFST","SOUTHERN FIRST BANCSHARES INC","Financials","Equity","10,481,709.70","0.01","10,481,709.70","202,741.00","51.70","United States","NASDAQ","USD","1.00","USD","-"
"CRVS","CORVUS PHARMACEUTICALS INC","Health Care","Equity","10,482,305.88","0.01","10,482,305.88","1,432,009.00","7.32","United States","NASDAQ","USD","1.00","USD","-"
"CCSI","CONSENSUS CLOUD SOLUTIONS INC","Information Technology","Equity","10,478,444.76","0.01","10,478,444.76","482,433.00","21.72","United States","NASDAQ","USD","1.00","USD","-"
"GIC","GLOBAL INDUSTRIAL","Industrials","Equity","10,424,153.24","0.01","10,424,153.24","354,322.00","29.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OIS","OIL STATES INTERNATIONAL INC","Energy","Equity","10,420,275.04","0.01","10,420,275.04","1,473,872.00","7.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIVB","CIVISTA BANCSHARES INC","Financials","Equity","10,394,312.80","0.01","10,394,312.80","475,060.00","21.88","United States","NASDAQ","USD","1.00","USD","-"
"HBCP","HOME BANCORP INC","Financials","Equity","10,364,071.52","0.01","10,364,071.52","180,433.00","57.44","United States","NASDAQ","USD","1.00","USD","-"
"ETON","ETON PHARMACEUTCIALS INC","Health Care","Equity","10,351,408.68","0.01","10,351,408.68","636,618.00","16.26","United States","NASDAQ","USD","1.00","USD","-"
"CAL","CALERES INC","Consumer Discretionary","Equity","10,311,829.50","0.01","10,311,829.50","841,782.00","12.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COFS","CHOICEONE FINANCIAL SERVICES INC","Financials","Equity","10,300,138.65","0.01","10,300,138.65","355,545.00","28.97","United States","NASDAQ","USD","1.00","USD","-"
"MLAB","MESA LABORATORIES INC","Health Care","Equity","10,303,659.60","0.01","10,303,659.60","129,720.00","79.43","United States","NASDAQ","USD","1.00","USD","-"
"ABAT","AMERICAN BATTERY TECHNOLOGY COMPAN","Materials","Equity","10,259,415.50","0.01","10,259,415.50","2,772,815.00","3.70","United States","NASDAQ","USD","1.00","USD","-"
"GLRE","GREENLIGHT CAPITAL LTD CLASS A","Financials","Equity","10,250,041.68","0.01","10,250,041.68","723,873.00","14.16","United States","NASDAQ","USD","1.00","USD","-"
"MLR","MILLER INDUSTRIES INC","Industrials","Equity","10,211,797.44","0.01","10,211,797.44","272,751.00","37.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRNY","KEARNY FINANCIAL CORP","Financials","Equity","10,177,192.20","0.01","10,177,192.20","1,384,652.00","7.35","United States","NASDAQ","USD","1.00","USD","-"
"TTAM","TITAN AMERICA SA","Materials","Equity","10,177,258.92","0.01","10,177,258.92","609,052.00","16.71","Belgium","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCAL","CALIFORNIA BANCORP","Financials","Equity","10,078,641.65","0.01","10,078,641.65","543,323.00","18.55","United States","NASDAQ","USD","1.00","USD","-"
"BAND","BANDWIDTH INC CLASS A","Communication","Equity","10,053,781.74","0.01","10,053,781.74","707,017.00","14.22","United States","NASDAQ","USD","1.00","USD","-"
"FET","FORUM ENERGY TECHNOLOGIES INC","Energy","Equity","10,042,178.72","0.01","10,042,178.72","262,472.00","38.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FPI","FARMLAND PARTNERS INC","Real Estate","Equity","10,044,693.16","0.01","10,044,693.16","1,038,748.00","9.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBBY","BED BATH AND BEYOND INC","Consumer Discretionary","Equity","10,030,440.18","0.01","10,030,440.18","1,697,198.00","5.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLMB","CLIMB GLOBAL SOLUTIONS INC","Information Technology","Equity","10,007,359.38","0.01","10,007,359.38","99,546.00","100.53","United States","NASDAQ","USD","1.00","USD","-"
"CYH","COMMUNITY HEALTH SYSTEMS INC","Health Care","Equity","9,983,013.70","0.01","9,983,013.70","3,220,327.00","3.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTLD","HEARTLAND EXPRESS INC","Industrials","Equity","9,977,800.50","0.01","9,977,800.50","1,090,470.00","9.15","United States","NASDAQ","USD","1.00","USD","-"
"PSNL","PERSONALIS INC","Health Care","Equity","9,980,819.70","0.01","9,980,819.70","1,271,442.00","7.85","United States","NASDAQ","USD","1.00","USD","-"
"MAX","MEDIAALPHA INC CLASS A","Communication","Equity","9,966,037.10","0.01","9,966,037.10","833,978.00","11.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRTA","PROTHENA PLC","Health Care","Equity","9,938,511.60","0.01","9,938,511.60","1,080,273.00","9.20","United States","NASDAQ","USD","1.00","USD","-"
"EVGO","EVGO INC CLASS A","Consumer Discretionary","Equity","9,895,670.40","0.01","9,895,670.40","3,212,880.00","3.08","United States","NASDAQ","USD","1.00","USD","-"
"UNTY","UNITY BANCORP INC","Financials","Equity","9,864,160.96","0.01","9,864,160.96","193,112.00","51.08","United States","NASDAQ","USD","1.00","USD","-"
"AKBA","AKEBIA THERAPEUTICS INC","Health Care","Equity","9,799,075.20","0.01","9,799,075.20","6,321,984.00","1.55","United States","NASDAQ","USD","1.00","USD","-"
"EVEX","EVE HOLDING INC","Industrials","Equity","9,778,538.20","0.01","9,778,538.20","2,333,780.00","4.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFWM","FIRST FOUNDATION INC","Financials","Equity","9,779,318.52","0.01","9,779,318.52","1,582,414.00","6.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULCC","FRONTIER GROUP HOLDINGS INC","Industrials","Equity","9,761,291.50","0.01","9,761,291.50","2,135,950.00","4.57","United States","NASDAQ","USD","1.00","USD","-"
"TWI","TITAN INTERNATIONAL INC","Industrials","Equity","9,747,967.24","0.01","9,747,967.24","1,224,619.00","7.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VOYG","VOYAGER TECHNOLOGIES INC CLASS A","Industrials","Equity","9,697,553.52","0.01","9,697,553.52","349,084.00","27.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAB","STANDARD BIOTOOLS INC","Health Care","Equity","9,661,237.98","0.01","9,661,237.98","7,607,274.00","1.27","United States","NASDAQ","USD","1.00","USD","-"
"NPCE","NEUROPACE INC","Health Care","Equity","9,632,950.00","0.01","9,632,950.00","635,000.00","15.17","United States","NASDAQ","USD","1.00","USD","-"
"ENTA","ENANTA PHARMACEUTICALS INC","Health Care","Equity","9,622,220.86","0.01","9,622,220.86","667,283.00","14.42","United States","NASDAQ","USD","1.00","USD","-"
"BMRC","BANK OF MARIN BANCORP","Financials","Equity","9,608,425.56","0.01","9,608,425.56","372,564.00","25.79","United States","NASDAQ","USD","1.00","USD","-"
"EGY","VAALCO ENERGY INC","Energy","Equity","9,479,857.50","0.01","9,479,857.50","2,590,125.00","3.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKE","PARK AEROSPACE CORP","Industrials","Equity","9,485,042.70","0.01","9,485,042.70","446,145.00","21.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSTM","VERASTEM INC","Health Care","Equity","9,453,846.78","0.01","9,453,846.78","1,307,586.00","7.23","United States","NASDAQ","USD","1.00","USD","-"
"CLNE","CLEAN ENERGY FUELS CORP","Energy","Equity","9,454,142.88","0.01","9,454,142.88","4,376,918.00","2.16","United States","NASDAQ","USD","1.00","USD","-"
"FLOC","FLOWCO HOLDINGS INC CLASS A","Energy","Equity","9,446,853.60","0.01","9,446,853.60","496,680.00","19.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWBC","COMMUNITY WEST BANCSHARES","Financials","Equity","9,412,770.15","0.01","9,412,770.15","426,883.00","22.05","United States","NASDAQ","USD","1.00","USD","-"
"ORN","ORION GROUP INC","Industrials","Equity","9,418,641.93","0.01","9,418,641.93","942,807.00","9.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RYAM","RAYONIER ADVANCED MATERIALS INC","Materials","Equity","9,409,706.72","0.01","9,409,706.72","1,605,752.00","5.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBB","RBB BANCORP","Financials","Equity","9,382,973.44","0.01","9,382,973.44","458,153.00","20.48","United States","NASDAQ","USD","1.00","USD","-"
"IBEX","IBEX LTD","Industrials","Equity","9,347,860.00","0.01","9,347,860.00","257,375.00","36.32","United States","NASDAQ","USD","1.00","USD","-"
"BWB","BRIDGEWATER BANCSHARES INC","Financials","Equity","9,294,370.94","0.01","9,294,370.94","530,198.00","17.53","United States","NASDAQ","USD","1.00","USD","-"
"WLFC","WILLIS LEASE FINANCE CORP","Industrials","Equity","9,272,788.56","0.01","9,272,788.56","69,138.00","134.12","United States","NASDAQ","USD","1.00","USD","-"
